slide,inst,area,ecc,extent,axis_ratio
280120-07,42,12446,0.5422164949471081,0.7220932931074495,1.1901378246675862
280120-07,43,7134,0.6645707117391836,0.7707433016421781,1.33828430650806
280120-07,44,10568,0.40539834400991936,0.7722323712093533,1.0939241850923094
280120-07,45,11125,0.7155528505761533,0.7342749653488219,1.431519130380485
280120-07,46,11546,0.5324111394128668,0.7809794372294372,1.1813545862821915
280120-07,47,9788,0.3365043468826326,0.7808536098923016,1.0619297096115234
280120-07,48,10305,0.2448010126450935,0.7728363581820908,1.031381492640381
280120-07,49,8472,0.7862068525199527,0.7100829771184309,1.6182187684529918
280120-07,50,13189,0.5925781063683471,0.7569444444444444,1.241444897967562
280120-07,51,7301,0.568107517543946,0.7548593879239041,1.2151342417657587
280120-07,52,9705,0.6330328623400331,0.7735533237685318,1.2917811729094455
280120-07,53,8556,0.8444604320129171,0.5709328706793007,1.8670024347153538
280120-07,54,4865,0.7153867085257273,0.7192489651094027,1.4311705494076465
280120-07,55,7854,0.4902402468817602,0.8391025641025641,1.147331940385608
280120-07,56,13516,0.40663258716939427,0.7584736251402918,1.0945807774864513
280120-07,57,10431,0.5948245360538361,0.789688848512378,1.2440045725242186
280120-07,58,8320,0.8101088448599966,0.7441860465116279,1.7056710822989163
280120-07,59,8303,0.45463240148435413,0.7853021848103661,1.122738732895832
280120-07,60,6711,0.5182542566858441,0.8152332361516035,1.1692807592151564
280120-07,61,6597,0.3438172465926861,0.7802483737433471,1.0649212394448548
280120-07,62,9177,0.5702301301869851,0.7700117469374056,1.2173076865537804
280120-07,63,9898,0.34679395700800847,0.7621467621467621,1.066164759677084
280120-07,64,8973,0.7407406164128463,0.7383969716919025,1.4885578815728717
280120-07,65,9101,0.5734524529487847,0.7674987350312026,1.2206452450477645
280120-07,66,11240,0.2639185217229207,0.7872251015548396,1.0367582882927766
280120-07,67,9223,0.6493327953654373,0.7314036478984932,1.3149168086806866
280120-07,68,7073,0.7269203203055618,0.752767134951043,1.4561937332179475
280120-07,69,8611,0.534510117761716,0.773674752920036,1.183205007519507
280120-07,70,7464,0.42152713575195544,0.7464746474647465,1.1027598029877899
280120-07,71,7944,0.7402646692918554,0.7195652173913043,1.487396769543083
280120-07,72,12345,0.4722103822088299,0.7419761990623873,1.1344481219566016
280120-07,73,10045,0.6338163852536283,0.7210020097616997,1.2928523306152955
280120-07,74,10932,0.44322605331967435,0.7550766680480729,1.115561114235125
280120-07,75,10657,0.5144012984123949,0.7884729209825392,1.1661133167591584
280120-07,76,8761,0.3531999391234596,0.7594486823855756,1.0688923999485471
280120-07,77,4508,0.4867802724844074,0.805,1.1447876461497821
280120-07,78,7371,0.4190214766109668,0.726063829787234,1.10135030536509
280120-07,79,9461,0.6128549182493624,0.7761279737489746,1.2655096913282984
280120-07,80,9216,0.5513748626992682,0.7836734693877551,1.1986705153632038
280120-07,81,8088,0.4636761442595345,0.7435190292333149,1.1286621089419024
280120-07,82,9705,0.4659103082150734,0.7669511616880038,1.1301581015848199
280120-07,83,11636,0.22648727450640893,0.7754231640677063,1.026679156874874
280120-07,84,8470,0.7126104982073032,0.7528888888888889,1.4253950599064187
280120-07,85,12303,0.22385956539389273,0.8001951219512196,1.0260394329605567
280120-07,86,5955,0.44869763761859277,0.7705745341614907,1.1189642136945128
280120-07,87,13120,0.5238590914982755,0.7208791208791209,1.173977697815379
280120-07,88,7682,0.7436593549125124,0.7461149961149961,1.495754924904367
280120-07,89,6509,0.5366899568060393,0.7645055203194738,1.185143711059
280120-07,90,10324,0.4144005348087376,0.6974261973924205,1.0987868628837325
280120-07,91,11571,0.46388707925615347,0.7549422587590526,1.1288027898600745
280120-07,92,8368,0.41670857186725047,0.7601053683349986,1.1000614406862033
280120-07,93,10541,0.38524677180467487,0.7507834757834758,1.0836424702874021
280120-07,94,7612,0.42002285372878606,0.7870140612076096,1.101911949353015
280120-07,95,7224,0.3532966424262898,0.7839392295170917,1.0689341203779885
280120-07,96,10373,0.5361749638375323,0.7358303185074838,1.1846841145586968
280120-07,97,17436,0.6389402251563419,0.690124678408866,1.2999567077007976
280120-07,98,10994,0.5093542609179817,0.7587301587301587,1.1620381642816917
280120-07,99,10215,0.61146347368261,0.7526525198938993,1.2637868742819731
280120-07,100,10111,0.7587840587545279,0.6973103448275862,1.5352911159897382
280120-07,101,8546,0.5912639383828256,0.7722056564561308,1.2399592467640068
280120-07,102,6111,0.646217141347894,0.7344951923076923,1.3103522140410657
280120-07,103,13818,0.6628805568828484,0.7419060402684564,1.3356035719918835
280120-07,104,8664,0.3555682814789932,0.7861355593866255,1.0699188691588737
280120-07,105,11025,0.5686871912663286,0.7457386363636364,1.215725838145575
280120-07,106,11109,0.411501623492416,0.7657154673283706,1.0972022119127087
280120-07,107,11034,0.2970361168039023,0.77918226113975,1.0472670968577775
280120-07,108,10349,0.4752869810856228,0.6910389957264957,1.1365821341582296
280120-07,109,8876,0.4940926031629676,0.786461102250576,1.1502062616404702
280120-07,110,11961,0.8314472775331332,0.6155944415851775,1.7998441618654006
280120-07,111,9277,0.6428762943849469,0.8132012622720898,1.3055341267937912
280120-07,112,9753,0.4175379627652297,0.7376900385749944,1.1005222776872012
280120-07,113,8867,0.38538960620253376,0.7607893607893608,1.0837125113096282
280120-07,114,8672,0.5795380128158899,0.7329276538201488,1.227076361011671
280120-07,115,9029,0.4802953701379965,0.6845856395481082,1.1401119997813418
280120-07,116,9506,0.6418098362144239,0.7201515151515151,1.3040124733490064
280120-07,117,11035,0.495229811599558,0.7438490057296933,1.1510632210535583
280120-07,118,9647,0.4611244596499583,0.7521440823327615,1.1269694902322864
280120-07,119,10361,0.7795570548654942,0.6692720108520122,1.5965993179223261
280120-07,120,9310,0.2920451277067318,0.7632398753894081,1.0455826573239455
280120-07,121,7837,0.43982723815165164,0.7463809523809524,1.1134835711048128
280120-07,122,9412,0.6194110396098084,0.7953354740577996,1.2737768712445514
280120-07,123,9871,0.6956660219878695,0.7331402257872847,1.392049311026652
280120-07,124,6875,0.7875396176548225,0.8276152642349826,1.622681118236037
280120-07,125,10160,0.579741838442261,0.7375145180023229,1.227294708275017
280120-07,126,6746,0.6475456561220865,0.7128064243448858,1.3122900533390387
280120-07,127,8766,0.2297781421519509,0.7801708793164828,1.0274925829676913
280120-07,128,9568,0.75248039106327,0.6734234234234234,1.5183385239584326
280120-07,129,4423,0.8001949378156012,0.6980744949494949,1.6673892161395147
280120-07,130,8697,0.40320110177725643,0.7751336898395722,1.0927631343267588
280120-07,131,8058,0.7785787115557959,0.6395238095238095,1.593506239452329
280120-07,132,6376,0.3610156692206508,0.677649059411202,1.072317350633153
280120-07,133,9979,0.3553311353498658,0.7884797724399494,1.0698156443971747
280120-07,134,8108,0.719278161062845,0.658277177884225,1.4394242885114727
280120-07,135,9563,0.5676488960627224,0.7777325959661678,1.2146672255656894
280120-07,136,9288,0.5654745425656432,0.7676033057851239,1.2124654794252128
280120-07,137,8866,0.6588559367682507,0.7268404656501066,1.3293114800606691
280120-07,138,8276,0.7554937142486475,0.6586025783861212,1.5263542715452387
280120-07,139,9688,0.4386454403957027,0.8081414748081415,1.1127676356814105
280120-07,140,7704,0.7051002480764039,0.816967126193001,1.4102231431548473
280120-07,141,7722,0.36429879106552554,0.7886029411764706,1.0737884646719893
280120-07,142,8982,0.7123001417042375,0.7068544896513732,1.4247551310547562
280120-07,143,9612,0.604678926482202,0.7424113694292114,1.2555411245229955
280120-07,144,8373,0.7350919017541708,0.7223084886128365,1.474997014106417
280120-07,145,8534,0.3939844036738269,0.7182897062536824,1.0880006178597366
280120-07,146,7562,0.5799874247175487,0.7799092409240924,1.2275580484134854
280120-07,147,9017,0.7325154504837567,0.6139025054466231,1.4689671745908799
280120-07,148,6586,0.82064937251738,0.7740039957691855,1.7499892943663413
280120-07,149,8391,0.5426918976876642,0.8103331723804925,1.1905727899186769
280120-07,150,8090,0.6291901244780769,0.6510542411073555,1.2865849580898694
280120-07,151,9312,0.7040546628155245,0.6810502450084107,1.4081615708664685
280120-07,152,7730,0.8605879776386475,0.7265037593984962,1.9634723108168701
280120-07,153,7989,0.7967188245328359,0.6526960784313726,1.6546698717194073
280120-07,154,8050,0.5902865754240256,0.7715161970481119,1.2388599307415957
280120-07,155,8907,0.6135470876001758,0.6507159555815313,1.2663707936060067
280120-07,156,8082,0.7112446162995162,0.695046439628483,1.4225872352685958
280120-07,157,9753,0.7410180582581508,0.7234089897641299,1.4892363247149458
280120-07,158,8305,0.7479259505960505,0.7816470588235294,1.5065183151146184
280120-07,159,7655,0.6446633461485951,0.8054503367003367,1.3081016366110891
280120-07,160,7251,0.3460793310973885,0.7629419191919192,1.065864848761771
280120-07,161,14210,0.6745152173702217,0.8043244467085526,1.3545346100660711
280120-07,162,9600,0.6125659914534252,0.7665282657297988,1.2651510544928346
280120-07,163,5913,0.6472560607505488,0.6441176470588236,1.311866562391564
280120-07,164,8448,0.3641861669881497,0.7737680893936618,1.0737376782952308
280120-07,165,7460,0.8772825831864934,0.5445255474452555,2.0834451531460902
280120-07,166,6665,0.46388956808632215,0.7889441287878788,1.1288044504556805
280120-07,167,10325,0.7812555929718671,0.6573083778966132,1.6020217230321139
280120-07,168,8859,0.6948161023414816,0.7298566485417697,1.3904580845604495
280120-07,169,10203,0.4444925842616791,0.7596604869332142,1.1163423772908585
280120-07,170,6877,0.7060397485589189,0.6360525342212356,1.4120859184021133
280120-07,171,10184,0.47983282490684465,0.752030719243834,1.1397830663567894
280120-07,172,7123,0.7775378906720076,0.7079109520969986,1.5902395159754363
280120-07,173,7793,0.3814936631304584,0.7793779377937794,1.081816185106444
280120-07,174,8319,0.685184452668312,0.7133424798490825,1.372929358803918
280120-07,175,7336,0.5705411543119193,0.6164705882352941,1.2176278229482256
280120-07,176,4503,0.8512633244182256,0.5554459109411619,1.9057102337184335
280120-07,177,9235,0.5970211721542394,0.637336093857833,1.2465323347642163
280120-07,178,8141,0.6375880378567302,0.6889227384276889,1.2980649081219233
280120-07,179,6840,0.6153594054775434,0.7091022185361808,1.2686384182137043
280120-07,180,6533,0.9902665409437784,0.3943619461547748,7.1847353551791375
280120-07,181,5603,0.749576491930509,0.6018259935553169,1.5107617654198515
280120-07,182,8361,0.8497108639879178,0.5571028784648188,1.8966372787821808
280120-07,183,5117,0.5063726415823231,0.6685393258426966,1.1596693512354925
280120-07,184,6477,0.793999501925043,0.5230135658914729,1.6449575907345642
280120-07,185,6681,0.8626915766383932,0.6659025216784611,1.9773380996070002
280120-07,186,7937,0.7894717881462456,0.6578532946539577,1.6292300853405242
280120-07,187,7013,0.8711335160282062,0.3899360578259661,2.0364681461698266
280120-07,188,6729,0.6631213664123449,0.6910752798603266,1.3359841170824438
280120-07,189,9085,0.799772784146209,0.7131083202511774,1.6658258826287191
280120-07,190,7334,0.72578974581387,0.8176142697881829,1.453664592324904
280120-07,191,6457,0.8433741120677734,0.7080043859649123,1.8610647568557326
280120-07,192,4095,0.8017165580620973,0.6112852664576802,1.673067798990524
280120-08,1,11112,0.5920330666558293,0.7597948717948718,1.2408276888280048
280120-08,2,12372,0.32579699494981057,0.7674937965260545,1.0577088614746168
280120-08,3,13804,0.5493518035079187,0.7624834290764472,1.196757506782648
280120-08,4,9992,0.5328151772549891,0.7800156128024981,1.1817095389535526
280120-08,5,13503,0.4809186672473969,0.7811523776466505,1.1405562028194547
280120-08,6,5333,0.9079025346372105,0.7315500685871056,2.385602430078004
280120-08,7,9791,0.4104797266198211,0.7600527868343425,1.096647880051329
280120-08,8,12931,0.4301800591197866,0.7724611708482676,1.1077348500950264
280120-08,9,10529,0.4227046186533761,0.7769332939787486,1.1034269523107885
280120-08,10,11961,0.5925527590783125,0.7752284658759478,1.2414161613854868
280120-08,11,17911,0.5706401137742229,0.8888833746898263,1.2177297712969493
280120-08,12,11639,0.24337617332991424,0.7390779781559563,1.0310001367560537
280120-08,13,11348,0.6887593989761714,0.8428401663695781,1.3793293828902202
280120-08,14,12057,0.35909299693784996,0.7475818452380952,1.0714647902872647
280120-08,15,10518,0.6449026595287443,0.7377946127946128,1.3084471597006377
280120-08,16,9635,0.5598025379880107,0.653663500678426,1.2068170062234156
280120-08,17,13598,0.5071057634280957,0.8123058542413382,1.160249165395194
280120-08,18,11557,0.4991967738393723,0.7839506172839507,1.1540832066608895
280120-08,19,13193,0.602528361593352,0.7756025867136979,1.2529797877240272
280120-08,20,10723,0.3831258655672178,0.7515419119708439,1.0826070929769631
280120-08,21,14330,0.18222788596755207,0.7691069128381279,1.0170288013058988
280120-08,22,6317,0.2347320911017787,0.8067688378033205,1.028742971845983
280120-08,23,10387,0.5854380816700977,0.7215198666296193,1.2334758603055904
280120-08,24,9893,0.6272145953452053,0.7481094978826376,1.2839500669340251
280120-08,25,6266,0.7222721168817847,0.7697788697788698,1.445903712356174
280120-08,26,13638,0.41436821328914486,0.7900590893291624,1.098769095438628
280120-08,27,13530,0.39995319088652176,0.7177718832891247,1.0910651329731893
280120-08,28,10334,0.4664236924447928,0.7753601440576231,1.1305037231598105
280120-08,29,15766,0.2607310486636115,0.7603568844948155,1.0358277518363233
280120-08,30,12826,0.542990624689554,0.7474358974358974,1.190846546746385
280120-08,31,9786,0.5199669550125624,0.773963935463461,1.1707046934747558
280120-08,32,9704,0.604532287492139,0.758125,1.255365686621301
280120-08,33,11799,0.7874623995082344,0.7351401869158879,1.6224213621399386
280120-08,34,10527,0.6309851053400259,0.784660107334526,1.2890004070265675
280120-08,35,17297,0.4355769132481388,0.7589066339066339,1.1109240851980737
280120-08,36,11386,0.2809672236535686,0.7776791202786695,1.0419734364056374
280120-08,37,11124,0.68227352377904,0.7410071942446043,1.3678075353190586
280120-08,38,12397,0.5205274575583956,0.7410927785748446,1.1711728486947495
280120-08,39,9747,0.430317332073158,0.7390249450299492,1.1078151396798577
280120-08,40,11146,0.6968825403576827,0.7510781671159029,1.394339829282086
280120-08,41,5887,0.7967929079218918,0.7109903381642512,1.6549373481287504
280120-08,42,13774,0.41323688195120967,0.7557750342935529,1.0981486061544359
280120-08,43,9090,0.7943075400556018,0.7048697270471465,1.646047535622777
280120-08,44,10155,0.4849623516358472,0.6884745762711865,1.1434647744017052
280120-08,45,10090,0.53684344962331,0.8095964053598652,1.1852808819842633
280120-08,46,7994,0.9440402255945355,0.5342154504143277,3.031861784857675
280120-08,47,12426,0.8995344570381957,0.7503623188405797,2.2891162279491652
280120-08,48,8636,0.4660871660509674,0.7763394462423588,1.1302770874123294
280120-08,49,9950,0.6474167437564298,0.7757074920090434,1.31210146378848
280120-08,50,13108,0.3174598138226665,0.7881192881192881,1.0545500539854409
280120-08,51,12267,0.5675693822010723,0.7204016913319239,1.214586349356137
280120-08,52,7776,0.7256148886578766,0.7465437788018433,1.453274955569019
280120-08,53,14043,0.3538201084068205,0.7488401855703087,1.0691602410149492
280120-08,54,8873,0.4870258689818043,0.7752730449978157,1.1449670953764028
280120-08,55,19607,0.8376753572251505,0.6287317620650954,1.8309368955158098
280120-08,56,11351,0.6746346553478219,0.7843421779988944,1.3547348908462378
280120-08,57,12342,0.6153724645560165,0.7846153846153846,1.268654826679855
280120-08,58,10139,0.712324133399308,0.7630766915029729,1.4248045592287004
280120-08,59,17523,0.6368478616927402,0.6752601156069364,1.2970345338991804
280120-08,60,13608,0.2576830010701798,0.6897810218978102,1.0349507927377806
280120-08,61,11584,0.6007095011892037,0.7182094364188728,1.2508327697677466
280120-08,62,10951,0.8915354552641265,0.6337384259259259,2.2077447365772884
280120-08,63,8759,0.7629006408066772,0.6655269356431882,1.5467527330605706
280120-08,64,9407,0.5621679707256967,0.7499800685641393,1.209156099465659
280120-08,65,12278,0.6673262616045708,0.710861509958314,1.3427045029080094
280120-08,66,22966,0.5002235929015278,0.5948199948199948,1.1548727372723497
280120-08,67,6942,0.5723861472373327,0.6615208690680389,1.2195356842413212
280120-08,68,17668,0.6029592693339152,0.7170454545454545,1.2534910161404689
280120-08,69,4520,0.909478236022656,0.7718579234972678,2.405282765561078
280120-08,70,11660,0.772469671293939,0.6631028207461328,1.574675050659643
280120-08,71,12628,0.713817445866102,0.7218887555022009,1.4278945717582257
280120-08,72,12861,0.670038048791701,0.7741061755146262,1.3471156622949494
280120-08,73,14484,0.5548779840933792,0.7758315924795115,1.202021692325402
280120-08,74,15106,0.7829449215440825,0.6801134572959344,1.6074817856051462
280120-08,75,16525,0.5325421147665844,0.7524360258628541,1.1814695853593724
280120-08,76,13393,0.7424030304593829,0.6307040263715564,1.492640827017106
280120-08,77,9084,0.5063736808506674,0.7537963654468509,1.1596701719675127
280120-08,78,11740,0.835600578031278,0.7828754334489197,1.8203745870401649
280120-08,79,13741,0.8213680826449175,0.6581569115815691,1.7531602258803984
280120-08,80,11675,0.6817696809856423,0.6754020594700914,1.366929019486589
280120-08,81,10184,0.5724731674601833,0.7729204614450516,1.2196260438040165
280120-08,82,10758,0.6735219822501548,0.7698583082868183,1.3528738954736121
280120-08,83,11699,0.5419248780407465,0.754579463364293,1.1898714367246137
280120-08,84,6131,0.7052384087987592,0.6664130434782609,1.4104964608596253
280120-08,85,10276,0.8531200028110318,0.6651132686084142,1.9167563039733164
280120-08,86,12754,0.627468697318364,0.7530703826169107,1.2842876089135724
280120-08,87,11062,0.5626448360926549,0.7472809565628589,1.2096305038372692
280120-08,88,7774,0.5189175744288023,0.6928698752228164,1.1698310664854241
280120-08,89,13568,0.8553290267812926,0.8295426754707752,1.9301845227143795
280120-08,90,12410,0.793432262321129,0.6659869056563271,1.6429572545530267
280120-08,91,12600,0.561461344811603,0.6818181818181818,1.2084548834514899
280120-08,92,9838,0.8647382737420491,0.6408285565398645,1.9911482422217244
280120-08,93,4644,0.6657759228776511,0.6865759905381431,1.34020996685267
280120-08,94,10617,0.31422833068216516,0.7756428988895383,1.0533551374276209
280120-08,95,8191,0.7652905098042094,0.6837799482427581,1.5535548163530113
280120-08,96,9361,0.7148637349167097,0.599142345110087,1.4300754907865485
280120-08,97,4893,0.8593274370478539,0.7339133043347833,1.9553178321450724
280120-08,98,9740,0.6947061869034745,0.6957142857142857,1.390252839953461
280120-08,99,19376,0.4925887546974736,0.7530509133307424,1.1490789620391844
280120-08,100,4458,0.4959888181261605,0.6795731707317073,1.151637347211089
280120-08,101,4115,0.8442480446257724,0.6814042059943699,1.8658364816042365
280120-08,102,12806,0.726507647070765,0.7462703962703963,1.455268580852371
280120-08,103,4213,0.8892558559290242,0.6067108294930875,2.186221827551964
280120-08,104,11282,0.5372903337028169,0.6771908763505402,1.185680740937682
280120-08,105,10422,0.41568638645561734,0.7559843319309444,1.0994955341275863
280120-08,106,12950,0.7674936205402765,0.6904825379898694,1.5599247035829178
280120-08,107,6539,0.8180016694522976,0.5171622904144259,1.7384778392950433
280120-08,108,10065,0.6321325801404566,0.7214019495412844,1.290555303253153
280120-08,109,11617,0.8063129347113548,0.6574419920769666,1.6906479983271179
280120-08,110,10848,0.7868417845822726,0.7116242456048282,1.6203391012924206
280120-08,111,9923,0.5796528164892389,0.6317163228927934,1.2271993201379106
280120-09,1,13013,0.32558805998881146,0.7883799830364716,1.0576283481520454
280120-09,2,10469,0.6761283507174711,0.7669597069597069,1.3572501476397507
280120-09,3,10670,0.5288340404743732,0.7796857873584216,1.1782375918371286
280120-09,4,13596,0.25739616430090884,0.762962962962963,1.0348689111279747
280120-09,5,7537,0.45677743086134265,0.7537753775377538,1.1241247119802587
280120-09,6,9365,0.6647574791572016,0.8254010223867442,1.338581947919243
280120-09,7,12007,0.6364122236633639,0.7812479666861865,1.2964298008279005
280120-09,8,4647,0.8170042730823046,0.8071912454403335,1.7342094614159533
280120-09,9,10455,0.5144668631772297,0.7798165137614679,1.16616680426966
280120-09,10,9835,0.652091491952327,0.7489339019189766,1.3190171062942584
280120-09,11,9932,0.4238744278091401,0.7923414439569206,1.1040928020982907
280120-09,12,10045,0.41132195681050937,0.7669109787753856,1.0971045902185679
280120-09,13,13048,0.4217281982887343,0.7722537878787878,1.1028735055378092
280120-09,14,9648,0.5839269836058214,0.7096204766107679,1.2318211189495059
280120-09,15,8777,0.3164854481558176,0.7885893980233603,1.0541880430770376
280120-09,16,10211,0.6605610909900866,0.7700603318250377,1.3319617695295263
280120-09,17,11411,0.2540097404523243,0.785989805758369,1.0339105493815421
280120-09,18,12309,0.7024720520484936,0.747631195335277,1.4050640463242796
280120-09,19,8282,0.7922462331193485,0.7890625,1.638802841883014
280120-09,20,10725,0.5418590307606178,0.7704741379310345,1.1898113307348273
280120-09,21,11233,0.3285534691842113,0.7612496611547845,1.0587776472408879
280120-09,22,9994,0.6222321895943804,0.761447619047619,1.2774120781054277
280120-09,23,11580,0.12021608975034119,0.7844465519577293,1.0073052310691548
280120-09,24,11724,0.4051099465057901,0.7823301748298412,1.0937712209849504
280120-09,25,9288,0.5483273582571286,0.7793253901661352,1.1957949453585446
280120-09,26,10506,0.7527021346608112,0.758008658008658,1.518923000126822
280120-09,27,7689,0.2964400813638185,0.7540453074433657,1.047064005508128
280120-09,28,10693,0.7554029941096501,0.7135802469135802,1.5261106192392102
280120-09,29,12815,0.2769158892958472,0.7300330409023584,1.0406973418243923
280120-09,30,9930,0.33428564093257224,0.7709627329192547,1.061039694480405
280120-09,31,14614,0.34103812085224994,0.7844337090713902,1.0637738068726847
280120-09,32,8686,0.610803366123217,0.765353775663054,1.26297338323936
280120-09,33,15075,0.4013097427646892,0.7582997987927566,1.0917717029963097
280120-09,34,10265,0.7420854243054964,0.7645612989721436,1.4918574700745055
280120-09,35,8989,0.4705849145577048,0.7497080900750626,1.1333310585207754
280120-09,36,11468,0.45877364762351497,0.7846195949644226,1.125425051669535
280120-09,37,4137,0.8291112559940106,0.8484413453650533,1.7886411166205671
280120-09,38,10668,0.751176179479443,0.7454926624737945,1.5149179183116057
280120-09,39,11062,0.4667243490607533,0.784705965808328,1.1307064560070192
280120-09,40,10693,0.493085711580571,0.7839442815249267,1.1494507390841333
280120-09,41,10609,0.5641797178750421,0.755842120262183,1.211164007013598
280120-09,42,10208,0.6872414544957437,0.7715214269518554,1.3765969056915215
280120-09,43,11027,0.6312991426197223,0.7972093695777906,1.2894251069013767
280120-09,44,11101,0.32494842151137454,0.7711169769380384,1.0573822978422867
280120-09,45,13779,0.4302898468671425,0.7299745708836618,1.1077990604072554
280120-09,46,10978,0.7628829573137982,0.7037179487179487,1.5467028132820941
280120-09,47,9856,0.5673409793930062,0.7621404268481287,1.2143541860084537
280120-09,48,12095,0.16733136519778488,0.7806247579708274,1.014300920645065
280120-09,49,10658,0.3579469265876457,0.766321541558815,1.0709597207580164
280120-09,50,5273,0.8186579160771572,0.8213395638629284,1.7413063760467078
280120-09,51,11614,0.5102474606650755,0.755775362790395,1.1627533372893228
280120-09,52,9538,0.21578092041637192,0.7882644628099174,1.024126575761937
280120-09,53,13234,0.48927098068345387,0.7976133076181292,1.1466156602639166
280120-09,54,12212,0.7264506673826864,0.7753650793650794,1.4551410205379613
280120-09,55,9945,0.39966181674977486,0.7404511949966496,1.0909138591982943
280120-09,56,9271,0.8874008901728739,0.6311955337690632,2.169204235057015
280120-09,57,7899,0.5329787770010584,0.762819893771125,1.181853431210188
280120-09,58,9508,0.3966081681123787,0.7585161547666533,1.0893388630861525
280120-09,59,11117,0.7579554965602335,0.7283149895178197,1.5330222189352942
280120-09,60,8550,0.5138600907172479,0.7609469562121751,1.1656723423787203
280120-09,61,11162,0.34602235048299956,0.768732782369146,1.065840972910598
280120-09,62,12187,0.593769816265795,0.7073949384722544,1.2427996050208892
280120-09,63,10137,0.4709298814437914,0.7542410714285714,1.1335675311295608
280120-09,64,11448,0.49751229242570905,0.7629965342575313,1.1527949915993398
280120-09,65,13329,0.47816671011680717,0.7413236929922136,1.138603202042388
280120-09,66,10473,0.6616709437514526,0.7386796445196784,1.3336990396540442
280120-09,67,12003,0.2618648871022801,0.786978756884343,1.0361571771558262
280120-09,68,8344,0.9057384704668328,0.6280295047418335,2.3593974636683597
280120-09,69,10657,0.6080280977656943,0.8457936507936508,1.259579881140419
280120-09,70,10288,0.36783035138251924,0.8594820384294068,1.0753926439396218
280120-09,71,10828,0.5200358411800389,0.7734285714285715,1.1707621726590751
280120-09,72,13352,0.6880464367444028,0.6981437908496732,1.3780431920688467
280120-09,73,12557,0.286349521484797,0.7847144106986627,1.0437049054889151
280120-09,74,12028,0.3659362299857666,0.733325204243385,1.0745294392766833
280120-09,75,12304,0.5348387943353704,0.7839938830126163,1.1834962122937949
280120-09,76,9148,0.2149471513879158,0.791760429288558,1.0239337534963302
280120-09,77,7558,0.6045747625543776,0.7879482902418682,1.2554164915570316
280120-09,78,11425,0.322899919686455,0.7145090681676047,1.0565987007021034
280120-09,79,10213,0.5219096944249986,0.7833256634453137,1.1723319187398773
