alpha,neg,pos,gap_pp,P
0.1,68.1465935662491,62.104147352745244,6.042446213503851,0.28313087066234666
0.15,68.67011625589348,61.84333981329844,6.826776442595033,0.13603712811414362
0.2,68.21631073456352,58.604940478469544,9.611370256093977,0.049097981609265554
0.25,66.2075062501634,51.3940269082251,14.813479341938304,0.023458595679923085
0.3,62.32124876367676,43.516885261982594,18.80436350169417,0.02004466862262744
0.35,58.31702971511371,36.42826129311702,21.888768421996694,0.023458595679923085
0.4,54.25057179512534,29.9835251845741,24.26704661055124,0.012266061386212971
0.5,46.43447243150817,19.797541876854133,26.636930554654036,0.004207551285491748
