slide,inst,rec@0.5,area,ecc,extent,axis_ratio
280120-13,32,0,4932,0.8556501979934029,0.7463680387409201,1.9321633838039955
280120-13,33,1,7630,0.899338519326581,0.5233196159122085,2.2870052145697968
280120-13,34,1,8097,0.6241876164543794,0.7368277368277368,1.2799598865503972
280120-13,35,1,11519,0.4107573112282623,0.7677286057051453,1.0967982374605028
280120-13,36,1,6107,0.779698943400508,0.7891200413490115,1.5970497261291925
280120-13,37,1,10028,0.4882295304126651,0.802561024409764,1.1458491050203812
280120-13,38,1,14108,0.7728100225477437,0.6411270165871393,1.5757028357858904
280120-13,39,1,8229,0.9317316788349028,0.4802170868347339,2.753702301522865
280120-13,40,1,10570,0.3795756703864752,0.7169990503323836,1.0808933043308382
280120-13,41,1,8497,0.773082845214795,0.7663239538239538,1.576528482087602
280120-13,42,1,11581,0.6507032819524116,0.7414212548015365,1.3169468264752504
280120-13,43,1,8592,0.3586426514640163,0.7793197278911564,1.0712660466705954
280120-13,44,1,14251,0.5835846042356653,0.7871741051701282,1.2314477104324428
280120-13,45,1,8035,0.819810728609972,0.8163991058727901,1.746314358554698
280120-13,46,1,11524,0.5853843570871954,0.7600580398364332,1.2334168408924884
280120-13,47,0,9841,0.3925346058669217,0.7322172619047619,1.0872670594496034
280120-13,48,1,10512,0.5643871894232192,0.7821428571428571,1.2113720612798071
280120-13,49,1,11156,0.4863698842009344,0.7672099580496528,1.1444881790069947
280120-13,50,0,4204,0.902531160141504,0.751653853030574,2.322208510516908
280120-13,51,1,11939,0.5242217752001791,0.8014903329752954,1.174285337998225
280120-13,52,1,7055,0.7288680972827879,0.8108263417997932,1.4605914663708963
280120-13,53,1,11449,0.5763382118218929,0.7400775694893342,1.223673770031806
280120-13,54,1,14545,0.4144534001929208,0.7867690809758209,1.0988159283308092
280120-13,55,1,12041,0.4090979522577826,0.7833073119958366,1.095901851364636
280120-13,56,0,9138,0.5207302591029321,0.7723123732251521,1.171342499857055
280120-13,57,1,13282,0.4796251279152325,0.7694357548372147,1.139635560778133
280120-13,58,1,11633,0.5794949826885937,0.7892130257801899,1.2270302898943553
280120-13,59,0,9542,0.7982583709490552,0.7233171619163129,1.6602603373305835
280120-13,60,0,9163,0.4710182827767876,0.7382371898163068,1.1336281814178275
280120-13,61,1,9740,0.5437722933365965,0.7751074327550533,1.1915644856986831
280120-13,62,1,10365,0.5800261039093041,0.7384582502137361,1.227599549415879
280120-13,63,1,8775,0.3845275927023554,0.773673073532005,1.0832904101322232
280120-13,64,1,8792,0.5849778636304239,0.7813722004976893,1.232970735149056
280120-13,65,1,10847,0.6562245751108196,0.7725783475783475,1.3252657492936064
280120-13,66,1,8940,0.749475383159857,0.7365299060800791,1.5105005187335627
280120-13,67,1,14513,0.7013827383731048,0.7120498479050142,1.4029478716704975
280120-13,68,0,8838,0.7070930373694495,0.7039426523297491,1.414186075807395
280120-13,69,0,12390,0.4200152863977332,0.7954545454545454,1.1019076967983332
280120-13,70,1,9783,0.7177798394388423,0.7270903010033445,1.4362241729067622
280120-13,71,1,7676,0.7943481500144491,0.672566371681416,1.6461914209127346
280120-13,72,1,8580,0.5702919066446814,0.6547619047619048,1.2173712389293891
280120-13,73,1,10979,0.380784804237762,0.7711054923444304,1.0814742860111102
280120-13,74,1,8751,0.4380211032160006,0.6921069281872825,1.1123907441250656
280120-13,75,1,11138,0.6412694984915278,0.7800266125078787,1.3032444927480868
280120-13,76,1,9537,0.6814181135036091,0.7605263157894737,1.3663174008289325
280120-13,77,1,10176,0.6804527282118651,0.739803707742639,1.3646437576935624
280120-13,78,1,9224,0.3572002111684587,0.7623770559550376,1.0706318969459734
280120-13,79,1,8203,0.7095265299107816,0.7745255405532999,1.4190864100934224
280120-13,80,0,12871,0.5655938285621773,0.7747080775249789,1.2125857393930308
280120-13,81,1,6320,0.4855690854076867,0.7576120834332294,1.1439052248169677
280120-13,82,1,8574,0.5604152078978356,0.757956152758133,1.2074206058987282
280120-13,83,1,9592,0.7729560977575077,0.7463429816370993,1.5761447072031345
280120-13,84,0,8551,0.5686857783331214,0.7412447988904299,1.215724394366622
280120-13,85,1,10339,0.3890563180949456,0.7820134634293926,1.085524135434291
280120-13,86,1,8903,0.5862260796167441,0.7203074433656957,1.2343431177591686
280120-13,87,1,10217,0.2775229551793116,0.7862254713351289,1.040887078624847
280120-13,88,1,9269,0.711745344656031,0.7275510204081632,1.4236140231775165
280120-13,89,1,14011,0.6112235909655087,0.7439205691833918,1.2634909686358258
280120-13,90,1,11235,0.26961724160103,0.7936003390548845,1.038456569036352
280120-13,91,1,13097,0.5506540010478788,0.7632284382284382,1.197987008664206
280120-13,92,1,8739,0.5309199750870582,0.6928016489614713,1.180049663537485
280120-13,93,1,10700,0.7893359252753467,0.6970229952446094,1.628766465634465
280120-13,94,1,9160,0.9486639500721712,0.4437984496124031,3.1616973864952365
280120-13,95,1,11444,0.4409204526859046,0.783567271482369,1.1141487943362431
280120-13,96,1,9831,0.4088767332645481,0.7780151946818613,1.095782788457739
280120-13,97,1,11906,0.8316994261669888,0.7387689252916356,1.8010679455504166
280120-13,98,1,5903,0.6443174282669191,0.6502533597708746,1.3076029066049113
280120-13,99,1,7305,0.8800467453407518,0.6808014911463187,2.105763812813674
280120-13,100,1,14014,0.6136395622596701,0.6999300769153931,1.266486044766903
280120-13,101,0,11080,0.8012225592121169,0.6306921675774135,1.671216688425453
280120-13,102,1,9831,0.6192498399104415,0.7701527614571093,1.2735705892973772
280120-13,103,1,6055,0.8240353274375727,0.7813911472448057,1.7651053628968263
280120-13,104,1,9227,0.8659105399724434,0.6049698400209809,1.9992047275368052
280120-13,105,0,11473,0.7236401261348981,0.7304386579232189,1.4489026581380424
280120-13,106,1,10931,0.4222811293456742,0.8071924383399793,1.103186654001025
280120-13,107,1,8598,0.698267803695147,0.6186056550830995,1.3969668000487407
280120-13,108,1,9851,0.6678744481889278,0.7030402512132458,1.343591283894828
280120-13,109,1,9773,0.4721232422208686,0.7458028083028083,1.1343880554490304
280120-13,110,0,8841,0.9028992276106592,0.5266889074228523,2.3263805746430624
280120-13,111,1,5640,0.9053883275484071,0.7852965747702589,2.355243912767881
280120-13,112,1,5542,0.8207458390105151,0.602981177238603,1.7504137417032686
280120-13,113,0,10060,0.764779600717349,0.7513069454817027,1.5520913232043303
280120-13,114,1,11084,0.666691439091833,0.7576213260423786,1.3416806718545946
280120-13,115,0,6151,0.7785521023254846,0.6459099023416991,1.5934224181406336
280120-13,116,0,8809,0.6059478787284261,0.7265154639175258,1.25706415314731
280120-13,117,0,9324,0.4873430666102919,0.7570025168466348,1.14519912016234
280120-13,118,1,10849,0.7949368013271129,0.5982354562999724,1.6482821494102533
280120-13,119,1,13278,0.7814927044528209,0.7406291834002677,1.6027840244334042
280120-13,120,0,9298,0.7239075054573155,0.7133650452662268,1.4494916551203976
280120-13,121,0,10462,0.7226986712535517,0.7807462686567164,1.4468361967104797
280120-13,122,1,7896,0.90506783996549,0.5914606741573034,2.351462709144497
280120-13,123,0,11713,0.3994159929557362,0.7806584910690483,1.090786368578306
280120-13,124,0,9829,0.5769617079573054,0.7663340090441291,1.2243330864212831
280120-13,125,1,11396,0.7582561880586115,0.7589743589743589,1.533844169145335
280120-13,126,1,8722,0.879559272413718,0.6532843981724216,2.1017705472919457
280120-13,127,0,18320,0.7969526067996896,0.6736532450818166,1.6555144635007708
280120-13,128,0,10638,0.5286598408089511,0.7507410021171489,1.1780869621687329
280120-13,129,1,9048,0.6139412947869862,0.7428571428571429,1.2668624338667351
280120-13,130,1,10307,0.790312097494877,0.6889705882352941,1.632108171230812
280120-13,131,1,6786,0.6985073276018441,0.7616161616161616,1.3974230641993317
280120-13,132,0,5599,0.8382081654888879,0.5027837643678161,1.833683406005831
280120-13,133,1,6241,0.7456240786735729,0.7952344546381244,1.500674967860993
280120-13,134,1,10161,0.4467290475887184,0.7683756805807622,1.1177314332254678
280120-13,135,1,10311,0.7098117802931985,0.7210489510489511,1.4196652711794868
280120-13,136,1,11770,0.687401255389117,0.7568158436213992,1.376883518123058
280120-13,137,1,8368,0.8411150224727043,0.8144038929440389,1.8489200019364451
280120-13,138,1,8628,0.537667613700733,0.7883771929824561,1.1860188947719856
280120-13,139,1,8986,0.594716851595905,0.7465935526753074,1.2438812893082871
280120-13,140,1,9536,0.7653296656634081,0.770959657207535,1.5536671891161078
280120-13,141,1,12259,0.4132656820514105,0.7912095004517878,1.0981643677762325
280120-13,142,1,4916,0.6972402904003454,0.7621705426356589,1.3950163367815307
280120-13,143,1,9954,0.6792228524539601,0.7211475766137796,1.3625238764427765
280120-13,144,1,6862,0.8730613583648632,0.7883731617647058,2.050817782377366
280120-13,145,1,7779,0.8150389960318167,0.6440635866865375,1.7259051824287714
280120-13,146,1,14585,0.6800057420378178,0.6942262839735351,1.3638717198452266
280120-13,147,1,8784,0.6530939343761194,0.646072374227714,1.3205209238830984
280120-13,148,1,8232,0.7710305456092839,0.7143353002429712,1.5703562940133111
280120-13,149,0,6302,0.7911323806756312,0.6910087719298246,1.6349354062066968
280120-13,150,0,8225,0.5844274429088594,0.7066151202749141,1.232367940251551
280120-13,151,0,6415,0.7877227875028376,0.6123520427644139,1.6232978893133998
280120-13,152,1,8511,0.7148498344334515,0.5960084033613445,1.4300464296500155
280120-13,153,0,7455,0.4662639020346686,0.7165513264129181,1.1303960739436836
280120-13,154,1,9355,0.7480112023157648,0.6564912280701755,1.506736389189805
280120-13,155,1,8995,0.5901493785122511,0.7547407283101192,1.238705993947908
280120-13,156,1,10039,0.749408312773471,0.6549879297970901,1.5103273152266574
280120-13,157,1,9209,0.7967946223463891,0.6864192009540847,1.6549435398500438
280120-13,158,1,7864,0.586912081571528,0.7415370108439415,1.2351005640258117
280120-13,159,1,9829,0.6134954093458939,0.6396173618793518,1.2663064082681976
280120-13,160,1,9076,0.6746404245541937,0.7203174603174604,1.354744568145688
280120-13,161,1,4928,0.9477113113543166,0.4040006558452205,3.1335298176528514
280120-13,162,1,9633,0.5988974251707949,0.7519906323185012,1.2487111035501075
280120-13,163,0,10862,0.5896520284752395,0.6928179614746779,1.2381487406508258
280120-13,164,0,4907,0.8652282779143025,0.5180532094594594,1.9945026406838744
280120-13,165,1,13818,0.5301282713311638,0.7485373781148429,1.1793600784118283
280120-13,166,0,6776,0.772313013267454,0.6181917708238299,1.5742028055314667
280120-13,167,0,10878,0.7607667966057483,0.7530633437175493,1.5407719100699646
280120-14,1,1,12790,0.3830046127424592,0.7995748937234308,1.0825481622563422
280120-14,2,1,13071,0.5150476006376516,0.7836330935251798,1.1666411874237097
280120-14,3,1,10620,0.7707520598017162,0.7612903225806451,1.5695255904013654
280120-14,4,1,8575,0.7747228352500994,0.8245192307692307,1.581525306127329
280120-14,5,1,12720,0.6350115770175812,0.7681159420289855,1.2944939924150374
280120-14,6,1,13524,0.7187218427459384,0.72128,1.4382328291052926
280120-14,7,1,11167,0.4377738940171201,0.8019965527147371,1.1122417661936974
280120-14,8,1,8064,0.5254838883367269,0.7612574341546304,1.1753594567607912
280120-14,9,1,13123,0.6599211762665214,0.7160082933216936,1.3309645012665614
280120-14,10,1,6182,0.8866501615411074,0.7819377687832026,2.1624389668137893
280120-14,11,1,10071,0.2439551303743,0.7751693349753694,1.0311547741508424
280120-14,12,1,9459,0.3318831333743623,0.7819940476190477,1.0600850810808369
280120-14,13,1,13257,0.7046742133257977,0.7284065934065934,1.4093816718040253
280120-14,14,1,12753,0.512398845951096,0.8014705882352942,1.164486529096872
280120-14,15,1,12479,0.7739281558769602,0.6764785601994905,1.5790967803824958
280120-14,16,1,10631,0.7072193100202829,0.7372399445214979,1.414438691694638
280120-14,17,1,10027,0.8867528653772229,0.6981618159030776,2.163360419865817
280120-14,18,1,13056,0.5354775834751474,0.7685425005886508,1.184063302800951
280120-14,19,1,11502,0.4891581359031274,0.768644747393745,1.1465324480309131
280120-14,20,1,8948,0.8941799783241057,0.7085840988280012,2.23360028336945
280120-14,21,1,9956,0.7532969191713685,0.7355200945626478,1.520494938084221
280120-14,22,1,11250,0.4777192315428727,0.7460212201591512,1.1382876398597277
280120-14,23,1,10513,0.6163238940333654,0.7545937410278496,1.2698529335822213
280120-14,24,1,9974,0.6923515031867927,0.6957310267857143,1.3858853870385188
280120-14,25,1,15607,0.499766925337158,0.7736195102607316,1.1545212010267891
280120-14,26,1,7608,0.484668319122458,0.7532673267326733,1.1432517061826624
280120-14,27,1,9784,0.6751905695903355,0.6852500350189102,1.3556687194149597
280120-14,28,1,11911,0.6923888733963475,0.7421183800623053,1.3859542646716805
280120-14,29,1,11123,0.746528150784419,0.6654900083762115,1.5029597092437712
280120-14,30,1,8213,0.5068222292339528,0.7133055410804239,1.1600247201956797
280120-14,31,1,7670,0.6663688778590267,0.7915376676986584,1.3411617195613488
280120-14,32,1,8642,0.7005977812659622,0.7259744623655914,1.4014308992645432
280120-14,33,1,11381,0.4949556766160782,0.7522638641020557,1.1508562872553565
280120-14,34,1,13056,0.7425474467741199,0.8234626300851466,1.4929975407611995
280120-14,35,1,12210,0.7663007001445409,0.7647979956154087,1.5564636187822647
280120-14,36,1,10701,0.5535389963634854,0.7774629468177855,1.2007349579608038
280120-14,37,1,5985,0.9209414351870364,0.7750582750582751,2.566069854316128
280120-14,38,1,8622,0.8888678043654085,0.6575655887736425,2.1826257296996334
280120-14,39,1,10905,0.6281852527836687,0.7453861927546138,1.2852416352681446
280120-14,40,1,10149,0.5538944566729326,0.6995450785773366,1.2010758407951574
280120-14,41,1,11965,0.7780176226941645,0.7356738809640925,1.5917421633301456
280120-14,42,1,7607,0.8321912280810811,0.7191340518056344,1.8034631409947777
280120-14,43,1,8154,0.4386144214060384,0.7914967967384974,1.112748888827534
280120-14,44,1,9048,0.6123680934308924,0.750622200099552,1.2649056825144875
280120-14,45,1,12887,0.5917008059698583,0.776886906197251,1.2404521625983134
280120-14,46,1,12463,0.5444657620037759,0.7253521126760564,1.192203370541632
280120-14,47,1,8621,0.8219197960105508,0.7368376068376068,1.7556079969361569
280120-14,48,1,12061,0.6687698384895819,0.7220426245210728,1.3450450823432811
280120-14,49,0,10715,0.7938459270105117,0.7074008054400212,1.6444151556540163
280120-14,50,1,9713,0.7851601030608822,0.698274622573688,1.6147449918550982
280120-14,51,0,9414,0.8878859358328567,0.6711342411064376,2.1736122668069227
280120-14,52,1,12455,0.3633083723371175,0.7380740740740741,1.073342632426992
280120-14,53,1,9711,0.9100465734652332,0.8018992568125516,2.4125102426559204
280120-14,54,1,6063,0.8173931611634432,0.7239402985074627,1.7358693545955204
280120-14,55,1,11555,0.657995875982121,0.7882529504058939,1.327983275264586
280120-14,56,1,12509,0.6636473616955195,0.7423298320574446,1.3368169481479997
280120-14,57,0,20103,0.7180019552790055,0.6600669818754925,1.436696800427809
280120-14,58,0,12154,0.3790704115481575,0.7601000625390869,1.0806513542436162
280120-14,59,1,8985,0.7949223115012587,0.7423165895571712,1.648230571220992
280120-14,60,1,9661,0.3856166590953696,0.7778582930756843,1.0838239315743206
280120-14,61,1,9957,0.5396579324671363,0.7100984167736414,1.1878115559261486
280120-14,62,0,18993,0.8123553542509279,0.6503338469440164,1.7147872037748373
280120-14,63,1,10312,0.7462916301394252,0.6806151409147911,1.502360706566446
280120-14,64,0,11991,0.4699219742123244,0.7207429224018753,1.1328775180462267
280120-14,65,1,11493,0.5167829850553451,0.7311068702290077,1.1680654193656
280120-14,66,0,5018,0.9290555596153366,0.8276430809830118,2.7031394347214484
280120-14,67,1,11734,0.4279735875061967,0.7597772597772597,1.1064501999677547
280120-14,68,0,9179,0.9140313091638304,0.5125928407885184,2.465217968877976
280120-14,69,1,12762,0.7725897025360526,0.6752380952380952,1.5750372370554062
280120-14,70,1,9273,0.629623688430917,0.686075762059781,1.28716651800701
280120-14,71,1,12804,0.8721016130747178,0.6700156985871272,2.0436322977758863
280120-14,72,1,14702,0.5951425165062599,0.7863714163457424,1.2443689588559137
280120-14,73,1,10890,0.3146086169016369,0.7823275862068966,1.0534949124379274
280120-14,74,1,7094,0.9576627883041696,0.4018580411261542,3.473521017289604
280120-14,75,1,10959,0.7894612538964313,0.7483100034141346,1.6291941211562753
280120-14,76,1,10775,0.6446048190918312,0.7073923319327731,1.3080171958067257
280120-14,77,1,8795,0.9428418894821576,0.5886880856760375,3.0008365353565045
280120-14,78,0,4683,0.8628550334809827,0.6559742260820843,1.9784292936607395
280120-14,79,1,6999,0.7959993228066402,0.6219674753399094,1.6520801425677685
280120-14,80,1,9532,0.8295723125378254,0.6895254629629629,1.7908331904277923
280120-14,81,1,14272,0.8999179963735324,0.779549923530697,2.293266759731436
280120-14,82,1,13135,0.451036420949939,0.7774029356060606,1.1204412187173494
280120-14,83,1,12234,0.6703745508201113,0.7598757763975156,1.3476673300014517
280120-14,84,1,8159,0.6419917711969103,0.7310931899641577,1.3042715085347734
280120-14,85,1,13388,0.5574015558685312,0.7520503314234356,1.2044665860324235
280120-14,86,1,8551,0.9335430456384188,0.5427138867732927,2.789670181782524
280120-14,87,1,11610,0.4182689534915965,0.6784712482468443,1.1009296818417869
280120-14,88,1,10094,0.8047297640235969,0.6364438839848676,1.6845188843492196
280120-14,89,1,10264,0.4663147009211605,0.7579382661349875,1.1304302893170133
280120-14,90,1,12963,0.5441686935193106,0.7460719424460431,1.1919294592055087
280120-14,91,0,13359,0.7320216884844956,0.786610139551316,1.4678224093582974
280120-14,92,1,9455,0.750336935631161,0.6374730312837109,1.5127321009274644
280120-14,93,1,8160,0.6393425758861379,0.7469107551487414,1.3005219981148866
280120-14,94,1,5525,0.8570839062238635,0.780367231638418,1.94108104258392
280120-14,95,1,6248,0.7174048815888621,0.7372271386430679,1.4354277099591146
280120-14,96,1,13288,0.6206517587037859,0.7860396332446022,1.275369744673445
280120-14,97,1,11883,0.7671347657778165,0.6641515761234071,1.5588805445966205
280120-14,98,1,10144,0.4615572965747713,0.7539204756596061,1.1272554124932035
280120-14,99,1,6682,0.6300548280672799,0.7365520282186949,1.287746006859976
280120-14,100,1,9858,0.9275103572779262,0.5787249031349067,2.6752456107426017
280120-14,101,1,12596,0.8821279673486624,0.6675145733969263,2.123097991808261
280120-14,102,0,12071,0.6748269258931989,0.662913943654237,1.3550575629161872
280120-14,103,1,16423,0.889356885978164,0.5456508738122134,2.1871612577218853
280120-14,104,1,10731,0.56962720374154,0.7621448863636363,1.216688310556396
280120-14,105,1,8774,0.8748771562385875,0.7074094977021689,2.0646445209665205
280120-14,106,1,10109,0.6998189144046887,0.7492032905951234,1.3999322207016365
280120-14,107,1,11552,0.654864373423192,0.7880482979739409,1.3231951519612752
280120-14,108,1,8334,0.884081609122973,0.6189839572192514,2.1398038909988872
280120-14,109,1,12127,0.7484431022240443,0.6395085165849286,1.5078430299480283
280120-14,110,0,9227,0.6706826975124119,0.6414766407119021,1.3481733497683517
280120-14,111,1,12816,0.7236641527416666,0.7614973262032085,1.4489555469360904
280120-14,112,1,11485,0.6716192432794119,0.7635287860656828,1.3497162273460757
280120-14,113,0,12874,0.7182763951943912,0.7202237762237762,1.4372816125652914
280120-14,114,1,9173,0.452130123031306,0.7726583557951483,1.121136576406914
280120-14,115,1,15572,0.8231129716232821,0.5691520467836257,1.7609426671438646
280120-14,116,1,13762,0.5793060351557828,0.7654060066740823,1.2268280910871905
280120-14,117,0,7769,0.8342925776921715,0.5878480629539952,1.8138222073128385
280120-14,118,1,8308,0.593835596777118,0.7472567008454758,1.2428745913410597
280120-14,119,1,5641,0.916364853579236,0.6452756806222832,2.497850781502561
280120-14,120,0,7633,0.860573770421973,0.6702669476642079,1.963379767655268
280120-14,121,0,4977,0.8466493250716076,0.708974358974359,1.879165100936382
280120-14,122,0,11655,0.5693158598518722,0.7194444444444444,1.2163690983923547
280120-14,123,1,10665,0.529412791682108,0.7497890888638921,1.178738807422696
280120-14,124,0,9680,0.7417584368417734,0.7099376604327099,1.491052611181814
280120-14,125,1,11724,0.7122668278321477,0.7391249527171857,1.4246865084339333
280120-14,126,1,10090,0.7088229057129318,0.6737446581196581,1.417662552618697
280120-14,127,1,6853,0.857770687117077,0.6621256038647343,1.945402147686954
280120-14,128,1,15414,0.5705508685368659,0.7657988871224165,1.2176378286573273
280120-14,129,1,11096,0.769618693192717,0.7181877022653722,1.5661614599166227
280120-14,130,0,16565,0.4566629061613694,0.7413623344074471,1.1240504186574245
280120-14,131,1,7903,0.9741141989455592,0.4090579710144927,4.42367343927597
280120-14,132,1,9422,0.7089986559435179,0.7258859784283513,1.4180176678053946
280120-14,133,0,11183,0.5364848152973742,0.7622001090512541,1.1849605191246886
280120-14,134,1,8195,0.7134535982381225,0.734648139847602,1.427139236555326
280120-14,135,1,10556,0.4332499659659613,0.7520661157024794,1.1095407380940363
280120-14,136,1,6184,0.8228359277184486,0.6745936511399585,1.7596989823515763
280120-14,137,1,13608,0.5596886979277194,0.7357664233576642,1.2067050238591357
280120-14,138,1,7236,0.7365605429451704,0.6365235749472202,1.478477174913357
280120-14,139,1,10312,0.7368187405394289,0.6051643192488263,1.479092283215364
280120-14,140,1,13606,0.5958246741313321,0.7218037135278514,1.2451524102219165
280120-14,141,1,9584,0.5812357189325305,0.7597907087363247,1.2289009399970623
280120-14,142,0,9293,0.5897306404279239,0.6618945868945869,1.238236739722112
280120-14,143,0,17275,0.5068395113122353,0.5594960487109729,1.160038393341271
280120-14,144,1,7279,0.7226317006776074,0.6999038461538462,1.446689637448092
280120-14,145,0,11785,0.4499812187966289,0.6956906729634003,1.11977315537669
280120-14,146,1,6374,0.6699134746743697,0.7470698546647914,1.346911675096714
280120-14,147,0,6044,0.808960117442308,0.6946328008274911,1.7010750814800066
280120-14,148,1,11134,0.6628994691717771,0.6014152217360773,1.3356334418290203
280120-14,149,0,7106,0.9184366830949876,0.540133779264214,2.528010221269102
280120-14,150,1,4059,0.9450965904384316,0.6523625843780135,3.060058689509621
280120-14,151,0,5475,0.3521596838933972,0.6995911065678507,1.0684446355949502
280120-14,152,1,8005,0.9013176159808955,0.7262088360700354,2.308622093643665
280120-14,153,1,13006,0.5703224188134116,0.6150281363786826,1.2174026344590951
280120-14,154,1,13005,0.6606121552830342,0.6514225606090964,1.332041488441923
280120-14,155,1,6533,0.8372027946549467,0.6410558335786478,1.8285126897556547
280120-14,156,0,6080,0.6501778752951447,0.5152542372881356,1.316166956833175
280120-14,157,0,8569,0.9432712375418696,0.4752107364685004,3.0118381765948747
280120-14,158,0,7106,0.8595709718569321,0.6832692307692307,1.9568844209875291
280120-14,159,0,4159,0.909442270380332,0.3971543162719633,2.404827728564731
280120-14,160,0,10470,0.7473434500508956,0.6056924678930927,1.5050314700044714
280120-14,161,0,9787,0.5926966308509894,0.77884768422728,1.2415793136601352
280120-14,162,0,5680,0.7945858453358668,0.4034090909090909,1.6470345052637367
280120-15,1,1,15449,0.6055475293225511,0.8209256602369945,1.2565827003273653
280120-15,2,1,12995,0.4991385736533987,0.778236914600551,1.154038553008884
280120-15,3,1,18923,0.4909498557191377,0.7470588235294118,1.147858088588743
280120-15,4,1,10794,0.5560527029362377,0.755988233646169,1.2031565529383093
280120-15,5,1,6159,0.6120311525684771,0.778437815975733,1.2644884230111746
280120-15,6,1,15065,0.4628960138650819,0.7192990832696715,1.1281428207088595
280120-15,7,1,12011,0.5354956229738279,0.7449144132969486,1.1840793391928637
280120-15,8,1,10248,0.4905377880001167,0.8097345132743363,1.1475523751689052
280120-15,9,1,10449,0.4773661329129565,0.7844594594594595,1.1380390279163768
280120-15,10,1,9387,0.5849178668462821,0.7498202731847592,1.2329049589634604
280120-15,11,1,12999,0.5029040978925505,0.775134168157424,1.1569491576079305
280120-15,12,1,9756,0.7167275289492299,0.7465564738292011,1.4339933217383016
280120-15,13,1,10312,0.6865644571249488,0.7695522388059701,1.3753853897901689
280120-15,14,1,9150,0.3261549476866198,0.7703965647890881,1.0578469618163848
280120-15,15,1,9483,0.5571776394723759,0.7766584766584766,1.2042485977301107
280120-15,16,0,19981,0.6742967612622641,0.7351361295069905,1.3541686110817113
280120-15,17,0,7687,0.6698308213090376,0.7510503175378603,1.3467764041947057
280120-15,18,1,9674,0.6933680831444429,0.7811692506459949,1.387764060198579
280120-15,19,1,9643,0.2789521569353257,0.7897624897624897,1.0413358249669071
280120-15,20,1,10208,0.455473206511838,0.7394957983193278,1.1232806184060442
280120-15,21,1,12972,0.4980165162136529,0.7510421491431218,1.1531796903360827
280120-15,22,1,6165,0.9359695195111652,0.7698551448551448,2.8402551887822614
280120-15,23,1,9079,0.6536577821525595,0.72632,1.3213700643912611
280120-15,24,0,23976,0.6645014622763866,0.7466600230450624,1.338174018968877
280120-15,25,1,7673,0.5654126356195556,0.8399562123700055,1.212403091105222
280120-15,26,1,7455,0.6616508128527537,0.8765432098765432,1.3336674418645262
280120-15,27,1,10917,0.291827305790903,0.7908577223993045,1.0455099765777205
280120-15,28,1,8000,0.8989813282793216,0.637653435357883,2.2831730308171565
280120-15,29,1,13969,0.4404610093326953,0.797590499029348,1.1138688757210806
280120-15,30,1,8281,0.868389360430706,0.6484222065617414,2.016604850398613
280120-15,31,1,11167,0.3927899111926189,0.690002471576866,1.087395933339215
280120-15,32,0,5140,0.9144876243270396,0.7410611303344867,2.4714921326559307
280120-15,33,1,8512,0.5547420511329837,0.6799265117022126,1.2018907334289743
280120-15,34,1,9653,0.7736721781618288,0.7076979472140762,1.5783174248674063
280120-15,35,1,10541,0.9292747378350196,0.5120718970123876,2.707170932046279
280120-15,36,0,9132,0.9255832628390588,0.5023654967543184,2.641700246271484
280120-15,37,1,9744,0.9143139775589024,0.654926737464713,2.469098542804454
280120-15,38,1,10471,0.9244057286505964,0.7271527777777778,2.6218463501857414
280120-15,39,1,12980,0.4689127156098605,0.7682291666666666,1.132189318170842
280120-15,40,1,10232,0.8271539754122222,0.6948726655348048,1.7794374593002864
280120-15,41,1,13711,0.2456318375737215,0.7991490353791455,1.0316050856830814
280120-15,42,1,11294,0.5330499200757315,0.7959126145172657,1.1819160344628243
280120-15,43,1,5828,0.8549171097482502,0.7142156862745098,1.9276564998723955
280120-15,44,0,19805,0.771672542754871,0.7482903237994484,1.5722775112416472
280120-15,45,1,10963,0.6732829293906201,0.7123456790123457,1.352475468525915
280120-15,46,1,8596,0.5444458885989594,0.7358329053244308,1.192185035751411
280120-15,47,1,9198,0.8720132722870444,0.5952242283051835,2.042975086362488
280120-15,48,1,9357,0.4638146074466929,0.6953775267538644,1.1287544423875484
280120-15,49,1,8880,0.8187462238850957,0.7660455486542443,1.7416882265785456
280120-15,50,1,12254,0.5884761327396946,0.6853467561521253,1.236836061054797
280120-15,51,1,9087,0.8121521396522022,0.833516785910842,1.7139555141494456
280120-15,52,1,10559,0.9355851311380856,0.6204242317409954,2.8320492259490244
280120-15,53,0,16523,0.6228323139494111,0.7894409937888198,1.2781915375472357
280120-15,54,1,9052,0.9178899877571248,0.5289855072463768,2.5199393923173057
280120-15,55,1,12624,0.5067622808196967,0.7671366067087992,1.1599772978786476
280120-15,56,1,14610,0.6444734058217296,0.7329921733895244,1.3078276847872223
280120-15,57,1,8729,0.5359426861289983,0.7696173514371363,1.184477141482341
280120-15,58,1,8827,0.5362046782552633,0.8009981851179674,1.1847106061503354
280120-15,59,1,13684,0.8429818907282602,0.6582010582010582,1.8589366690967957
280120-15,60,1,12534,0.7227244406916994,0.7186926605504587,1.44689260636537
280120-15,61,1,10834,0.4531123184970907,0.7240042769313018,1.1217635837218147
280120-15,62,1,9413,0.9479341927752511,0.5106879340277778,3.140049949006318
280120-15,63,0,22513,0.7468735918781255,0.7426356589147287,1.503836190120914
280120-15,64,1,11269,0.5426549790678898,0.8164167210026806,1.1905389808365767
280120-15,65,1,9131,0.8810500139931924,0.6275601374570446,2.1140615668827696
